Light curve image / Imagen de curva de luz,Prediction / Predicción,timestamp
.gradio/flagged/Light curve image  Imagen de curva de luz/ffed13ce28122582bdda/tutorials_1-getting-started_using-light-curve-file-products_24_0.png,"{""label"": ""false_positive"", ""confidences"": [{""label"": ""false_positive"", ""confidence"": 0.7972779870033264}, {""label"": ""planet"", ""confidence"": 0.20272201299667358}]}",2026-06-16 14:16:02.063756
